"행정구역별","산업별","대표자연령대",2013,2014,2015,2016,2017
"광주","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","50~59세",4801,4666,4442,4406,4514
"광주","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","60세 이상",2287,2532,2833,2888,3225
"대전","전체 산업","계",105676,109535,111815,113228,115423
"대전","전체 산업","29세 이하",2186,2810,2847,3004,3410
"대전","전체 산업","30~39세",13454,14577,15568,15949,16205
"대전","전체 산업","40~49세",34509,34649,33870,33816,33931
"대전","전체 산업","50~59세",39910,39867,39275,39038,39502
"대전","전체 산업","60세 이상",15617,17632,20255,21421,22375
"대전","농업, 임업 및 어업(01~03)","계",5,7,11,11,12
"대전","농업, 임업 및 어업(01~03)","29세 이하",-,-,-,-,-
"대전","농업, 임업 및 어업(01~03)","30~39세",-,1,1,1,3
"대전","농업, 임업 및 어업(01~03)","40~49세",-,1,1,1,1
"대전","농업, 임업 및 어업(01~03)","50~59세",4,3,6,6,6
"대전","농업, 임업 및 어업(01~03)","60세 이상",1,2,3,3,2
"대전","광업(05~08)","계",5,4,5,5,3
"대전","광업(05~08)","29세 이하",-,-,-,-,-
"대전","광업(05~08)","30~39세",2,2,-,1,1
"대전","광업(05~08)","40~49세",-,-,2,-,-
"대전","광업(05~08)","50~59세",2,1,2,3,1
"대전","광업(05~08)","60세 이상",1,1,1,1,1
"대전","제조업(10~34)","계",7324,7667,8054,7992,8114
"대전","제조업(10~34)","29세 이하",59,88,92,98,103
"대전","제조업(10~34)","30~39세",580,680,728,760,811
"대전","제조업(10~34)","40~49세",2269,2310,2398,2353,2388
"대전","제조업(10~34)","50~59세",3244,3297,3311,3254,3191
"대전","제조업(10~34)","60세 이상",1172,1292,1525,1527,1621
"대전","전기, 가스, 증기 및 공기조절 공급업(35)","계",16,20,23,24,39
"대전","전기, 가스, 증기 및 공기조절 공급업(35)","29세 이하",-,-,-,-,-
"대전","전기, 가스, 증기 및 공기조절 공급업(35)","30~39세",1,3,1,1,3
"대전","전기, 가스, 증기 및 공기조절 공급업(35)","40~49세",1,3,4,3,12
"대전","전기, 가스, 증기 및 공기조절 공급업(35)","50~59세",12,13,12,15,18
"대전","전기, 가스, 증기 및 공기조절 공급업(35)","60세 이상",2,1,6,5,6
"대전","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","계",136,147,140,147,138
"대전","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","29세 이하",3,3,3,1,1
"대전","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","30~39세",10,13,10,11,11
"대전","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","40~49세",32,36,33,36,36
"대전","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","50~59세",70,69,58,62,56
"대전","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","60세 이상",21,26,36,37,34
"대전","건설업(41~42)","계",3500,3743,3912,3942,4037
"대전","건설업(41~42)","29세 이하",26,46,46,48,50
"대전","건설업(41~42)","30~39세",305,367,359,352,373
"대전","건설업(41~42)","40~49세",1314,1356,1356,1389,1457
"대전","건설업(41~42)","50~59세",1532,1568,1619,1621,1639
"대전","건설업(41~42)","60세 이상",323,406,532,532,518
"대전","도매 및 소매업(45~47)","계",28637,29949,30369,30517,30776
"대전","도매 및 소매업(45~47)","29세 이하",707,905,868,862,904
"대전","도매 및 소매업(45~47)","30~39세",4266,4716,4862,4982,5032
"대전","도매 및 소매업(45~47)","40~49세",10554,10688,10117,10186,10033
"대전","도매 및 소매업(45~47)","50~59세",9245,9450,9775,9806,9913
"대전","도매 및 소매업(45~47)","60세 이상",3865,4190,4747,4681,4894
"대전","운수 및 창고업(49~52)","계",10672,11286,11790,11609,11905
"대전","운수 및 창고업(49~52)","29세 이하",60,77,87,83,111
"대전","운수 및 창고업(49~52)","30~39세",778,732,923,641,677
"대전","운수 및 창고업(49~52)","40~49세",2084,1995,2110,1802,1987
"대전","운수 및 창고업(49~52)","50~59세",4402,4578,4542,3864,4062
"대전","운수 및 창고업(49~52)","60세 이상",3348,3904,4128,5219,5068
"대전","숙박 및 음식점업(55~56)","계",19130,19616,20070,20495,20855
"대전","숙박 및 음식점업(55~56)","29세 이하",721,939,1002,1063,1227
"대전","숙박 및 음식점업(55~56)","30~39세",2392,2949,3587,3827,3926
"대전","숙박 및 음식점업(55~56)","40~49세",5196,5351,5657,5736,5761
"대전","숙박 및 음식점업(55~56)","50~59세",8631,7896,6820,6881,6738
"대전","숙박 및 음식점업(55~56)","60세 이상",2190,2481,3004,2988,3203
"대전","정보통신업(58~63)","계",968,1106,1139,1169,1185
"대전","정보통신업(58~63)","29세 이하",19,38,23,27,36
"대전","정보통신업(58~63)","30~39세",141,171,184,188,195
"대전","정보통신업(58~63)","40~49세",461,508,501,500,491
"대전","정보통신업(58~63)","50~59세",291,312,345,366,371
"대전","정보통신업(58~63)","60세 이상",56,77,86,88,92
"대전","금융 및 보험업(64~66)","계",1357,1370,1419,1430,1424
"대전","금융 및 보험업(64~66)","29세 이하",5,13,10,9,9
"대전","금융 및 보험업(64~66)","30~39세",135,153,133,120,125
"대전","금융 및 보험업(64~66)","40~49세",519,466,443,436,443
"대전","금융 및 보험업(64~66)","50~59세",525,564,623,661,644
"대전","금융 및 보험업(64~66)","60세 이상",173,174,210,204,203
"대전","부동산업(68)","계",3408,3599,3715,3852,4082
"대전","부동산업(68)","29세 이하",18,20,21,18,33
"대전","부동산업(68)","30~39세",182,211,216,226,248
"대전","부동산업(68)","40~49세",907,961,986,1000,956
"대전","부동산업(68)","50~59세",1565,1579,1547,1603,1706
"대전","부동산업(68)","60세 이상",736,828,945,1005,1139
"대전","전문, 과학 및 기술 서비스업(70~73)","계",2570,2804,2948,2999,3040
"대전","전문, 과학 및 기술 서비스업(70~73)","29세 이하",33,36,42,45,49
"대전","전문, 과학 및 기술 서비스업(70~73)","30~39세",301,360,365,376,402
"대전","전문, 과학 및 기술 서비스업(70~73)","40~49세",992,1042,1071,1067,1034
"대전","전문, 과학 및 기술 서비스업(70~73)","50~59세",893,951,981,1004,1014
"대전","전문, 과학 및 기술 서비스업(70~73)","60세 이상",351,415,489,507,541
"대전","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","계",1897,2022,2044,2083,2061
"대전","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","29세 이하",35,47,40,36,36
"대전","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","30~39세",246,260,271,301,268
"대전","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","40~49세",694,731,677,658,672
"대전","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","50~59세",734,758,766,790,771
"대전","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","60세 이상",188,226,290,298,314
"대전","공공행정, 국방 및 사회보장 행정(84)","계",246,250,274,279,277
"대전","공공행정, 국방 및 사회보장 행정(84)","29세 이하",-,-,-,-,1
"대전","공공행정, 국방 및 사회보장 행정(84)","30~39세",2,1,2,2,1
"대전","공공행정, 국방 및 사회보장 행정(84)","40~49세",30,36,17,19,19
"대전","공공행정, 국방 및 사회보장 행정(84)","50~59세",196,193,210,217,225
"대전","공공행정, 국방 및 사회보장 행정(84)","60세 이상",18,20,45,41,31
"대전","교육 서비스업(85)","계",5469,5475,5473,5597,5693
"대전","교육 서비스업(85)","29세 이하",178,218,225,246,275
"대전","교육 서비스업(85)","30~39세",1238,1221,1252,1314,1327
"대전","교육 서비스업(85)","40~49세",2432,2335,2112,2096,2064
"대전","교육 서비스업(85)","50~59세",1159,1196,1325,1388,1491
"대전","교육 서비스업(85)","60세 이상",462,505,559,553,536
"대전","보건업 및 사회복지 서비스업(86~87)","계",4523,4715,4761,4900,4977
"대전","보건업 및 사회복지 서비스업(86~87)","29세 이하",27,27,25,30,46
"대전","보건업 및 사회복지 서비스업(86~87)","30~39세",756,724,665,664,675
"대전","보건업 및 사회복지 서비스업(86~87)","40~49세",2065,2041,1901,1904,1942
"대전","보건업 및 사회복지 서비스업(86~87)","50~59세",1296,1446,1587,1687,1697
"대전","보건업 및 사회복지 서비스업(86~87)","60세 이상",379,477,583,615,617
"대전","예술, 스포츠 및 여가관련 서비스업(90~91)","계",3415,3414,3287,3585,3807
"대전","예술, 스포츠 및 여가관련 서비스업(90~91)","29세 이하",97,141,134,163,192
"대전","예술, 스포츠 및 여가관련 서비스업(90~91)","30~39세",662,600,554,599,628
"대전","예술, 스포츠 및 여가관련 서비스업(90~91)","40~49세",996,1007,951,1042,1057
"대전","예술, 스포츠 및 여가관련 서비스업(90~91)","50~59세",1344,1304,1213,1323,1345
"대전","예술, 스포츠 및 여가관련 서비스업(90~91)","60세 이상",316,362,435,458,585
"대전","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","계",12398,12341,12381,12592,12998
"대전","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","29세 이하",198,212,229,275,337
"대전","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","30~39세",1457,1413,1455,1583,1499
"대전","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","40~49세",3963,3782,3533,3588,3578
"대전","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","50~59세",4765,4689,4533,4487,4614
"대전","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","60세 이상",2015,2245,2631,2659,2970
"울산","전체 산업","계",76993,78638,80805,82948,83872
"울산","전체 산업","29세 이하",1551,1905,1962,2216,2467
"울산","전체 산업","30~39세",9504,9987,10675,11193,11378
"울산","전체 산업","40~49세",25183,24890,24363,24568,24168
"울산","전체 산업","50~59세",29395,29149,29328,29572,29708
"울산","전체 산업","60세 이상",11360,12707,14477,15399,16151
"울산","농업, 임업 및 어업(01~03)","계",19,15,16,17,21
"울산","농업, 임업 및 어업(01~03)","29세 이하",-,-,-,-,1
"울산","농업, 임업 및 어업(01~03)","30~39세",-,1,-,1,-
"울산","농업, 임업 및 어업(01~03)","40~49세",5,3,4,5,10
"울산","농업, 임업 및 어업(01~03)","50~59세",12,8,8,5,4
"울산","농업, 임업 및 어업(01~03)","60세 이상",2,3,4,6,6
"울산","광업(05~08)","계",12,16,18,17,17
"울산","광업(05~08)","29세 이하",-,-,-,-,-
"울산","광업(05~08)","30~39세",-,1,-,-,-
"울산","광업(05~08)","40~49세",3,2,2,2,4
"울산","광업(05~08)","50~59세",3,7,8,3,3
"울산","광업(05~08)","60세 이상",6,6,8,12,10
"울산","제조업(10~34)","계",6319,6725,7208,7193,7227
"울산","제조업(10~34)","29세 이하",39,66,80,84,77
"울산","제조업(10~34)","30~39세",403,513,605,608,581
"울산","제조업(10~34)","40~49세",1818,1854,1914,1865,1805
"울산","제조업(10~34)","50~59세",2955,3014,3138,3185,3199
"울산","제조업(10~34)","60세 이상",1104,1278,1471,1451,1565
"울산","전기, 가스, 증기 및 공기조절 공급업(35)","계",15,18,15,25,32
"울산","전기, 가스, 증기 및 공기조절 공급업(35)","29세 이하",-,-,-,-,-
"울산","전기, 가스, 증기 및 공기조절 공급업(35)","30~39세",-,1,1,2,1
"울산","전기, 가스, 증기 및 공기조절 공급업(35)","40~49세",1,3,1,3,4
"울산","전기, 가스, 증기 및 공기조절 공급업(35)","50~59세",8,8,6,9,15
"울산","전기, 가스, 증기 및 공기조절 공급업(35)","60세 이상",6,6,7,11,12
"울산","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","계",183,214,212,205,196
"울산","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","29세 이하",-,-,1,-,3
"울산","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","30~39세",8,17,19,17,14
"울산","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","40~49세",45,62,48,48,43
"울산","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","50~59세",100,98,106,99,89
"울산","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","60세 이상",30,37,38,41,47
"울산","건설업(41~42)","계",2831,3034,3136,3209,3263
"울산","건설업(41~42)","29세 이하",21,35,34,46,44
"울산","건설업(41~42)","30~39세",234,265,252,268,289
"울산","건설업(41~42)","40~49세",1064,1060,1042,1039,1066
"울산","건설업(41~42)","50~59세",1236,1315,1347,1371,1372
"울산","건설업(41~42)","60세 이상",276,359,461,485,492
"울산","도매 및 소매업(45~47)","계",19064,19293,19749,19969,20018
"울산","도매 및 소매업(45~47)","29세 이하",471,596,567,654,707
"울산","도매 및 소매업(45~47)","30~39세",2750,2818,2973,3159,3160
"울산","도매 및 소매업(45~47)","40~49세",6740,6520,6331,6294,6181
"울산","도매 및 소매업(45~47)","50~59세",6316,6312,6425,6442,6387
"울산","도매 및 소매업(45~47)","60세 이상",2787,3047,3453,3420,3583
"울산","운수 및 창고업(49~52)","계",6842,6836,7155,7449,7090
"울산","운수 및 창고업(49~52)","29세 이하",46,40,42,38,46
"울산","운수 및 창고업(49~52)","30~39세",363,318,438,290,285
"울산","운수 및 창고업(49~52)","40~49세",1404,1301,1283,1206,1103
"울산","운수 및 창고업(49~52)","50~59세",2872,2821,2851,2680,2610
"울산","운수 및 창고업(49~52)","60세 이상",2157,2356,2541,3235,3046
"울산","숙박 및 음식점업(55~56)","계",17018,17189,17613,18124,18522
"울산","숙박 및 음식점업(55~56)","29세 이하",530,635,749,813,920
"울산","숙박 및 음식점업(55~56)","30~39세",1998,2275,2638,2810,2922
"울산","숙박 및 음식점업(55~56)","40~49세",4578,4675,4859,5013,5028
"울산","숙박 및 음식점업(55~56)","50~59세",7829,7283,6636,6634,6488
"울산","숙박 및 음식점업(55~56)","60세 이상",2083,2321,2731,2854,3164
"울산","정보통신업(58~63)","계",296,315,311,335,319
"울산","정보통신업(58~63)","29세 이하",6,10,8,11,9
"울산","정보통신업(58~63)","30~39세",50,60,47,50,44
"울산","정보통신업(58~63)","40~49세",108,113,129,140,124
"울산","정보통신업(58~63)","50~59세",109,108,103,106,109
"울산","정보통신업(58~63)","60세 이상",23,24,24,28,33
"울산","금융 및 보험업(64~66)","계",899,898,936,930,951
"울산","금융 및 보험업(64~66)","29세 이하",4,16,7,1,5
"울산","금융 및 보험업(64~66)","30~39세",95,99,91,93,93
"울산","금융 및 보험업(64~66)","40~49세",382,351,296,299,322
"울산","금융 및 보험업(64~66)","50~59세",322,318,410,413,425
"울산","금융 및 보험업(64~66)","60세 이상",96,114,132,124,106
"울산","부동산업(68)","계",2184,2453,2617,2947,3138
"울산","부동산업(68)","29세 이하",11,18,12,24,30
"울산","부동산업(68)","30~39세",154,180,177,216,225
"울산","부동산업(68)","40~49세",760,868,928,997,962
"울산","부동산업(68)","50~59세",911,948,998,1155,1286
"울산","부동산업(68)","60세 이상",348,439,502,555,635
"울산","전문, 과학 및 기술 서비스업(70~73)","계",1513,1641,1728,1733,1745
"울산","전문, 과학 및 기술 서비스업(70~73)","29세 이하",6,10,17,13,25
"울산","전문, 과학 및 기술 서비스업(70~73)","30~39세",206,224,206,214,217
"울산","전문, 과학 및 기술 서비스업(70~73)","40~49세",584,613,626,632,621
"울산","전문, 과학 및 기술 서비스업(70~73)","50~59세",536,567,598,599,604
"울산","전문, 과학 및 기술 서비스업(70~73)","60세 이상",181,227,281,275,278
"울산","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","계",1343,1501,1517,1539,1474
"울산","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","29세 이하",27,29,22,28,34
"울산","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","30~39세",161,190,193,196,178
"울산","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","40~49세",453,515,487,452,425
"울산","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","50~59세",541,562,576,641,587
"울산","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","60세 이상",161,205,239,222,250
"울산","공공행정, 국방 및 사회보장 행정(84)","계",191,189,197,203,205
"울산","공공행정, 국방 및 사회보장 행정(84)","29세 이하",-,1,1,-,-
"울산","공공행정, 국방 및 사회보장 행정(84)","30~39세",3,3,2,2,3
"울산","공공행정, 국방 및 사회보장 행정(84)","40~49세",37,30,28,24,24
"울산","공공행정, 국방 및 사회보장 행정(84)","50~59세",142,143,152,156,159
"울산","공공행정, 국방 및 사회보장 행정(84)","60세 이상",9,12,14,21,19
"울산","교육 서비스업(85)","계",4517,4564,4541,4650,4776
"울산","교육 서비스업(85)","29세 이하",137,157,149,162,187
"울산","교육 서비스업(85)","30~39세",1136,1145,1165,1206,1201
"울산","교육 서비스업(85)","40~49세",2198,2124,1932,1937,1927
"울산","교육 서비스업(85)","50~59세",762,833,984,1038,1160
"울산","교육 서비스업(85)","60세 이상",284,305,311,307,301
"울산","보건업 및 사회복지 서비스업(86~87)","계",2584,2676,2745,2805,2883
"울산","보건업 및 사회복지 서비스업(86~87)","29세 이하",15,15,12,11,11
"울산","보건업 및 사회복지 서비스업(86~87)","30~39세",380,363,368,362,358
"울산","보건업 및 사회복지 서비스업(86~87)","40~49세",1260,1215,1150,1151,1179
"울산","보건업 및 사회복지 서비스업(86~87)","50~59세",715,849,948,1006,1055
"울산","보건업 및 사회복지 서비스업(86~87)","60세 이상",214,234,267,275,280
"울산","예술, 스포츠 및 여가관련 서비스업(90~91)","계",2730,2668,2611,2861,3053
"울산","예술, 스포츠 및 여가관련 서비스업(90~91)","29세 이하",74,81,75,100,120
"울산","예술, 스포츠 및 여가관련 서비스업(90~91)","30~39세",488,477,428,479,525
"울산","예술, 스포츠 및 여가관련 서비스업(90~91)","40~49세",838,762,688,771,783
"울산","예술, 스포츠 및 여가관련 서비스업(90~91)","50~59세",1060,1049,1082,1149,1163
"울산","예술, 스포츠 및 여가관련 서비스업(90~91)","60세 이상",270,299,338,362,462
"울산","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","계",8433,8393,8480,8737,8942
"울산","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","29세 이하",164,196,186,231,248
"울산","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","30~39세",1075,1037,1072,1220,1282
"울산","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","40~49세",2905,2819,2615,2690,2557
"울산","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","50~59세",2966,2906,2952,2881,2993
"울산","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","60세 이상",1323,1435,1655,1715,1862
"세종","전체 산업","계",7468,9124,10480,11853,13668
"세종","전체 산업","29세 이하",187,282,329,424,526
"세종","전체 산업","30~39세",904,1228,1593,1934,2415
"세종","전체 산업","40~49세",2206,2746,3091,3569,4193
"세종","전체 산업","50~59세",2917,3349,3650,3976,4408
"세종","전체 산업","60세 이상",1254,1519,1817,1950,2126
"세종","농업, 임업 및 어업(01~03)","계",7,6,10,14,9
"세종","농업, 임업 및 어업(01~03)","29세 이하",-,-,-,-,-
"세종","농업, 임업 및 어업(01~03)","30~39세",2,2,1,1,-
"세종","농업, 임업 및 어업(01~03)","40~49세",1,-,2,3,2
"세종","농업, 임업 및 어업(01~03)","50~59세",3,2,5,8,5
"세종","농업, 임업 및 어업(01~03)","60세 이상",1,2,2,2,2
"세종","광업(05~08)","계",9,10,10,11,9
"세종","광업(05~08)","29세 이하",-,-,-,-,-
"세종","광업(05~08)","30~39세",1,1,1,1,1
"세종","광업(05~08)","40~49세",3,2,2,2,3
"세종","광업(05~08)","50~59세",3,4,3,3,2
"세종","광업(05~08)","60세 이상",2,3,4,5,3
"세종","제조업(10~34)","계",784,913,979,1015,1093
"세종","제조업(10~34)","29세 이하",9,11,13,15,21
"세종","제조업(10~34)","30~39세",51,59,73,85,95
"세종","제조업(10~34)","40~49세",188,239,243,251,287
"세종","제조업(10~34)","50~59세",361,406,415,434,454
"세종","제조업(10~34)","60세 이상",175,198,235,230,236
"세종","전기, 가스, 증기 및 공기조절 공급업(35)","계",6,5,5,6,9
"세종","전기, 가스, 증기 및 공기조절 공급업(35)","29세 이하",-,-,-,-,-
"세종","전기, 가스, 증기 및 공기조절 공급업(35)","30~39세",-,-,-,-,1
"세종","전기, 가스, 증기 및 공기조절 공급업(35)","40~49세",-,-,-,1,2
"세종","전기, 가스, 증기 및 공기조절 공급업(35)","50~59세",5,4,4,3,5
"세종","전기, 가스, 증기 및 공기조절 공급업(35)","60세 이상",1,1,1,2,1
"세종","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","계",26,37,40,48,57
"세종","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","29세 이하",-,-,-,-,-
"세종","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","30~39세",2,5,3,3,6
"세종","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","40~49세",4,12,14,19,21
"세종","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","50~59세",16,17,18,20,23
"세종","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","60세 이상",4,3,5,6,7
"세종","건설업(41~42)","계",377,546,539,512,478
"세종","건설업(41~42)","29세 이하",8,11,10,10,8
"세종","건설업(41~42)","30~39세",22,53,56,46,53
"세종","건설업(41~42)","40~49세",139,212,196,184,172
"세종","건설업(41~42)","50~59세",174,216,209,203,186
"세종","건설업(41~42)","60세 이상",34,54,68,69,59
"세종","도매 및 소매업(45~47)","계",1602,1940,2153,2401,2680
"세종","도매 및 소매업(45~47)","29세 이하",37,69,74,119,152
"세종","도매 및 소매업(45~47)","30~39세",244,314,393,472,532
"세종","도매 및 소매업(45~47)","40~49세",503,608,665,753,841
"세종","도매 및 소매업(45~47)","50~59세",514,594,632,684,731
"세종","도매 및 소매업(45~47)","60세 이상",304,355,389,373,424
"세종","운수 및 창고업(49~52)","계",565,646,725,786,748
"세종","운수 및 창고업(49~52)","29세 이하",6,10,15,10,9
"세종","운수 및 창고업(49~52)","30~39세",51,52,83,81,78
"세종","운수 및 창고업(49~52)","40~49세",159,154,167,191,190
"세종","운수 및 창고업(49~52)","50~59세",239,272,300,285,259
"세종","운수 및 창고업(49~52)","60세 이상",110,158,160,219,212
"세종","숙박 및 음식점업(55~56)","계",1665,2007,2380,2726,3049
"세종","숙박 및 음식점업(55~56)","29세 이하",73,117,143,171,199
"세종","숙박 및 음식점업(55~56)","30~39세",211,321,441,542,642
"세종","숙박 및 음식점업(55~56)","40~49세",436,545,655,761,854
"세종","숙박 및 음식점업(55~56)","50~59세",722,752,773,864,926
"세종","숙박 및 음식점업(55~56)","60세 이상",223,272,368,388,428
"세종","정보통신업(58~63)","계",39,57,69,85,121
"세종","정보통신업(58~63)","29세 이하",-,2,1,3,2
"세종","정보통신업(58~63)","30~39세",2,8,5,10,16
"세종","정보통신업(58~63)","40~49세",16,25,35,36,57
"세종","정보통신업(58~63)","50~59세",16,19,24,29,37
"세종","정보통신업(58~63)","60세 이상",5,3,4,7,9
"세종","금융 및 보험업(64~66)","계",99,109,120,133,154
"세종","금융 및 보험업(64~66)","29세 이하",1,-,-,-,-
"세종","금융 및 보험업(64~66)","30~39세",6,6,2,3,4
"세종","금융 및 보험업(64~66)","40~49세",30,27,24,32,42
"세종","금융 및 보험업(64~66)","50~59세",39,49,64,70,76
"세종","금융 및 보험업(64~66)","60세 이상",23,27,30,28,32
"세종","부동산업(68)","계",423,676,749,891,1210
"세종","부동산업(68)","29세 이하",10,7,11,10,14
"세종","부동산업(68)","30~39세",31,59,50,58,99
"세종","부동산업(68)","40~49세",122,237,259,284,374
"세종","부동산업(68)","50~59세",196,282,320,387,514
"세종","부동산업(68)","60세 이상",64,91,109,152,209
"세종","전문, 과학 및 기술 서비스업(70~73)","계",145,219,256,281,360
"세종","전문, 과학 및 기술 서비스업(70~73)","29세 이하",2,3,1,3,6
"세종","전문, 과학 및 기술 서비스업(70~73)","30~39세",26,34,48,52,79
"세종","전문, 과학 및 기술 서비스업(70~73)","40~49세",52,75,94,106,135
"세종","전문, 과학 및 기술 서비스업(70~73)","50~59세",42,75,79,81,95
"세종","전문, 과학 및 기술 서비스업(70~73)","60세 이상",23,32,34,39,45
"세종","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","계",117,149,187,222,292
"세종","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","29세 이하",4,4,2,5,7
"세종","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","30~39세",16,20,21,36,62
"세종","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","40~49세",32,43,49,57,68
"세종","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","50~59세",45,55,74,85,109
"세종","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","60세 이상",20,27,41,39,46
"세종","공공행정, 국방 및 사회보장 행정(84)","계",57,75,86,102,108
"세종","공공행정, 국방 및 사회보장 행정(84)","29세 이하",-,-,-,-,-
"세종","공공행정, 국방 및 사회보장 행정(84)","30~39세",1,1,1,2,2
"세종","공공행정, 국방 및 사회보장 행정(84)","40~49세",14,9,7,9,8
"세종","공공행정, 국방 및 사회보장 행정(84)","50~59세",36,58,61,72,77
"세종","공공행정, 국방 및 사회보장 행정(84)","60세 이상",6,7,17,19,21
"세종","교육 서비스업(85)","계",279,351,487,613,877
"세종","교육 서비스업(85)","29세 이하",7,16,25,27,48
"세종","교육 서비스업(85)","30~39세",66,77,119,160,245
"세종","교육 서비스업(85)","40~49세",101,126,148,222,338
"세종","교육 서비스업(85)","50~59세",74,100,159,169,213
"세종","교육 서비스업(85)","60세 이상",31,32,36,35,33
"세종","보건업 및 사회복지 서비스업(86~87)","계",267,323,452,550,673
"세종","보건업 및 사회복지 서비스업(86~87)","29세 이하",7,6,3,2,4
"세종","보건업 및 사회복지 서비스업(86~87)","30~39세",50,79,111,136,173
"세종","보건업 및 사회복지 서비스업(86~87)","40~49세",109,120,176,226,282
"세종","보건업 및 사회복지 서비스업(86~87)","50~59세",78,91,125,142,164
"세종","보건업 및 사회복지 서비스업(86~87)","60세 이상",23,27,37,44,50
"세종","예술, 스포츠 및 여가관련 서비스업(90~91)","계",200,230,283,366,469
"세종","예술, 스포츠 및 여가관련 서비스업(90~91)","29세 이하",10,14,18,27,34
"세종","예술, 스포츠 및 여가관련 서비스업(90~91)","30~39세",46,46,58,83,103
"세종","예술, 스포츠 및 여가관련 서비스업(90~91)","40~49세",60,75,85,108,139
"세종","예술, 스포츠 및 여가관련 서비스업(90~91)","50~59세",69,78,84,103,144
"세종","예술, 스포츠 및 여가관련 서비스업(90~91)","60세 이상",15,17,38,45,49
"세종","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","계",801,825,950,1091,1272
"세종","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","29세 이하",13,12,13,22,22
"세종","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","30~39세",76,91,127,163,224
"세종","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","40~49세",237,237,270,324,378
"세종","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","50~59세",285,275,301,334,388
"세종","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","60세 이상",190,210,239,248,260
"경기","전체 산업","계",773215,810259,827982,856162,878275
"경기","전체 산업","29세 이하",14482,18619,18627,21084,23784
"경기","전체 산업","30~39세",95260,102357,107396,113841,117101
"경기","전체 산업","40~49세",263407,264759,257712,261897,263982
"경기","전체 산업","50~59세",301788,310490,309433,315764,319897
"경기","전체 산업","60세 이상",98278,114034,134814,143576,153511
"경기","농업, 임업 및 어업(01~03)","계",231,305,325,411,457
"경기","농업, 임업 및 어업(01~03)","29세 이하",-,3,2,3,4
"경기","농업, 임업 및 어업(01~03)","30~39세",13,18,19,18,23
"경기","농업, 임업 및 어업(01~03)","40~49세",50,67,67,82,86
"경기","농업, 임업 및 어업(01~03)","50~59세",129,157,162,192,216
"경기","농업, 임업 및 어업(01~03)","60세 이상",39,60,75,116,128
